240849_at,1554154_at,230291_s_at,238023_at,233443_at,224370_s_at,1560303_at,1567237_at,226573_at,244070_at,206827_s_at,1569362_at,242180_at,1561928_s_at,1555962_at,209811_at,201489_at,227196_at,237707_at,1553235_at,212848_s_at,231541_s_at,207084_at,1564876_s_at,212864_at,236195_x_at,215507_x_at,228757_at,220778_x_at,1553640_at,225013_at,235825_at,1561631_at,235765_at,233871_at,1556228_a_at,230978_at,201056_at,244160_at,234110_at,213222_at,1555888_at,1555687_a_at,203080_s_at,219292_at,209001_s_at,241771_at,222020_s_at,Class
44.1407,39.0337,5.85349,11.0099,30.2196,7.11671,8.89649,10.8311,48.0365,12.1781,50.2786,8.25563,21.3488,30.2873,46.285,74.8866,1361.5,8.5093,9.56443,28.8022,60.8923,35.2787,14.097,28.2487,662.805,61.117,45.9624,59.4001,58.5634,16.8743,15.7996,18.7373,5.29385,17.8299,11.3391,223.672,15.6853,143.214,33.3052,6.65879,82.9711,421.665,14.5871,903.315,149.347,1380.08,17.9251,15.6445,Control
48.2974,32.5501,6.89748,13.6819,33.1274,5.1399,8.67019,13.1569,48.5811,13.6126,58.8581,8.37737,25.2525,31.7842,37.3286,75.2638,1114.58,10.5013,11.6024,24.5888,42.4424,27.5057,13.5588,28.6932,519.518,57.2518,43.7421,49.3286,67.4014,14.3134,18.966,20.4248,5.91327,25.0084,10.6323,193.793,18.2323,81.9566,35.6123,5.94889,107.616,405.045,29.5642,729.165,165.546,1472.26,17.9854,14.169,Control
55.5716,29.5791,5.63214,17.3752,45.3528,5.40822,8.19485,15.7044,52.9005,16.3063,50.1574,7.38675,33.0351,32.1112,48.9628,61.4991,1157.55,12.918,10.834,23.9908,63.3334,28.5822,15.4218,30.9913,523.948,64.6106,45.5977,52.6296,85.8006,17.5053,17.148,17.7583,6.88363,31.8422,10.1111,220.173,17.2859,125.012,33.8355,6.31434,140.738,436.515,21.5471,1081.1,158.148,1332.06,16.8142,15.3421,Control
62.5254,30.2254,6.62825,17.663,44.5767,4.82962,8.25171,17.4697,61.0489,16.0672,60.9,6.60973,38.532,28.7937,65.5587,68.1608,741.719,8.07969,9.26468,27.4004,52.483,29.0765,18.95,44.3505,385.715,53.7685,43.9489,52.7738,85.8561,19.0885,26.1155,22.4647,7.06606,27.0116,12.9517,177.111,16.0148,100.116,41.5581,5.86145,95.1194,214.156,12.8964,667.386,131.848,977.107,21.7987,15.2775,Autism
64.7847,20.4669,7.00722,19.3875,41.2196,4.94721,7.5393,22.6812,59.7921,22.6877,66.0682,7.64491,43.1687,32.0267,67.6043,49.4684,1051.89,10.6681,9.4841,34.367,58.134,33.488,16.6972,48.3979,331.775,76.9115,48.1434,71.4267,113.26,22.2331,16.9007,22.2397,6.48372,27.107,11.6789,147.211,25.2282,92.954,48.6369,5.78346,72.1601,469.755,16.6896,810.276,150.14,1302.08,20.6059,17.7068,Autism
61.754,32.2512,6.65931,18.1148,42.1403,4.75236,7.05064,19.2358,51.8728,16.8754,73.7103,8.46269,35.7063,50.5437,55.6126,56.0675,1198.29,10.9611,10.508,29.6091,51.4006,30.2339,21.6077,40.0113,364.172,68.2338,50.9548,67.7884,86.5594,17.0704,22.7761,19.0394,7.19483,33.264,12.791,190.027,28.8381,83.6086,43.0044,5.90087,95.8788,250.597,10.8107,495.217,138.967,1310.3,21.3266,16.9534,Autism
56.3004,27.8265,9.05591,21.8081,49.3638,4.79748,10.7261,16.658,69.364,16.5859,63.2158,7.44635,44.7504,40.7866,59.6958,72.7617,848.918,9.84091,11.8757,25.8897,53.3892,44.058,17.0669,38.3075,572.278,61.2618,55.7863,68.1614,98.8563,21.9677,29.9015,24.6116,7.88895,29.3459,11.3413,164.211,27.0635,80.8691,48.1277,6.34126,69.4519,346.899,14.9245,365.237,105.743,1312.43,27.3454,22.5867,Autism
52.9963,28.2389,6.45277,14.3376,55.6742,5.38414,8.76404,19.0754,62.9909,14.7884,55.5148,7.46744,33.7556,28.2681,47.9234,59.636,608.88,9.26803,9.3338,27.8479,58.655,31.0527,15.4711,36.3591,295.337,60.0291,63.6652,54.0223,111.98,21.6387,20.5941,18.8819,6.79517,30.0929,13.2861,178.472,18.1651,106.274,44.4464,5.80705,102.943,290.384,17.1094,379.755,118.632,1054.5,18.728,20.8181,Autism
54.4229,36.3378,7.30337,17.427,44.9783,5.35392,8.52564,12.0614,48.1428,15.8333,59.888,7.92727,34.8946,37.7188,55.3707,44.7355,1019.14,10.6409,10.6361,36.4411,52.7514,48.9511,20.6371,38.6172,465.219,81.8142,62.4732,56.3164,104.295,18.0401,23.9563,30.2393,7.37252,23.0543,12.7704,245.687,29.6302,123.723,31.7987,6.92849,62.9478,267.548,14.4695,385.437,106.145,1211.4,20.5111,16.5747,Autism
61.0072,31.3287,7.21832,16.4714,49.3598,4.68761,7.93255,13.3199,62.8932,17.3486,52.0634,7.5341,32.3365,33.3469,46.9135,59.0675,1077.75,8.37128,9.60768,25.5314,65.5435,33.4837,19.1751,33.5759,537.833,60.3301,50.6536,50.1833,98.3018,16.7785,15.5001,21.8736,7.46044,23.1768,14.5171,200.397,21.7196,105.437,45.3334,5.95721,82.6869,338.396,19.3706,829.022,140.216,1184.14,21.6455,16.1968,Autism
73.2757,33.0155,7.48924,17.3613,47.9704,5.61564,9.53096,15.6318,69.068,21.934,81.9192,9.27593,39.5484,32.9595,65.7144,44.9684,1047.82,6.90608,14.3718,22.8567,54.5884,42.6683,14.8941,39.5484,358.71,77.2097,49.8044,59.9918,112.115,22.9275,20.9106,23.7406,7.03611,18.2616,10.7597,148.806,22.7198,99.9628,40.8715,6.73,27.2396,146.631,11.3977,276.998,71.5269,692.058,17.9471,13.8316,Autism
59.3858,24.7388,5.75213,21.409,40.1808,5.16858,12.165,20.9709,54.0821,26.4741,67.7348,8.02454,46.9768,34.8802,43.9817,44.8751,615.777,8.02005,12.164,39.0083,67.1506,43.2769,15.8204,47.2428,429.722,80.5786,48.7963,67.3491,128.411,23.8862,20.36,19.9891,7.26063,20.1998,16.2268,184.424,22.0434,86.3245,42.1968,6.10975,69.9086,256.6,12.9829,398.514,137.942,1285.4,22.8941,19.886,Autism
38.2905,29.5863,6.60652,15.6484,49.5892,5.46145,10.6553,13.7555,47.6066,13.0617,56.0972,7.84199,27.5132,28.541,60.2282,52.2879,545.844,9.05503,9.12794,28.6756,64.2494,39.7223,16.2163,32.3466,302.723,61.493,47.869,55.778,75.3686,14.081,14.801,18.8589,5.82582,24.5194,10.5392,185.498,13.1455,91.4391,35.3576,6.08988,151.486,136.519,15.9014,310.484,136.791,1198.26,16.9231,12.4445,Autism
50.099,33.5338,6.00083,17.7491,46.604,5.12183,8.40675,14.075,63.7679,20.4175,60.3922,6.98884,42.3678,33.632,45.3306,62.825,635.749,8.70505,9.68345,30.4526,51.89,42.4737,19.6745,35.2492,312.921,65.5135,54.617,53.1451,86.324,15.2098,21.7491,14.0902,6.51506,26.925,13.0685,151.415,22.4828,110.662,50.9536,5.13755,52.8219,256.953,14.8071,536.945,148.339,1486.17,21.8676,17.4235,Autism
54.922,25.9223,6.71527,11.9555,48.8262,5.42094,8.91138,16.119,40.1691,13.9348,52.9392,8.61025,27.9405,36.6192,58.2352,74.4311,1347.93,8.5565,8.4596,19.0682,62.5933,32.7549,19.1525,35.6589,645.149,57.8506,48.7324,71.9377,61.5048,18.7138,27.2831,24.7167,6.70288,22.4916,11.5621,251.805,22.8596,101.442,39.8775,5.92444,121.924,406.602,11.4459,605.043,180.895,1449.61,14.4113,16.8962,Autism
60.7706,34.9063,7.14979,18.793,35.9073,5.98926,10.5563,10.5357,48.8358,18.2889,51.4344,7.18099,31.0168,36.7766,51.517,22.7202,875.923,9.14541,9.55586,35.7907,62.4229,29.4601,15.1627,37.0473,387.844,70.5721,44.8617,45.82,67.8929,16.8228,18.2897,20.6449,6.58069,21.8802,9.10576,212.706,14.1074,115.058,45.128,6.52919,145.54,306.177,16.1869,814.16,190.467,1363.75,21.8153,17.0629,Autism
59.1896,28.9777,6.56652,14.6845,47.1662,5.67539,8.28391,11.8393,54.3789,14.0097,69.3161,7.22101,26.8684,34.5113,40.724,58.089,1164.94,7.87555,12.9309,28.2369,45.5945,41.5489,17.0062,35.2277,391.09,65.6809,44.3525,56.286,75.3462,14.7354,14.6778,18.5248,8.05544,26.1884,11.8488,149.175,15.8339,115.199,33.2719,6.83848,47.0454,429.441,15.0058,671.964,127.821,1081.76,20.0004,16.5153,Autism
86.1314,26.2697,7.63376,20.0743,68.6985,5.60006,10.6729,19.2475,68.7379,19.303,73.1985,6.75411,45.8685,32.5852,51.0391,34.2959,852.768,8.70507,9.12692,36.323,62.9425,33.0164,18.7428,51.1535,314.202,63.6825,57.0228,71.419,144.513,14.8454,24.996,18.0068,6.49548,55.5245,13.2102,151.851,27.5018,138.342,56.4371,5.93599,49.9127,301.241,13.6898,625.536,99.7217,1107.28,20.4675,16.8778,Autism
48.5368,29.7363,5.51988,13.4783,45.4686,5.63446,8.01795,12.7753,55.3261,16.4706,63.2266,7.40034,29.4201,26.16,55.1449,77.8346,948.724,9.05886,12.7313,29.1312,57.9254,31.8053,16.5811,38.8963,416.835,59.9427,52.326,59.6057,69.0078,20.3024,19.4355,16.5903,5.88392,25.4198,10.412,219.236,17.7118,119.299,41.8085,5.97695,87.2753,427.682,16.51,1020.76,146.355,1090.53,16.2672,13.6243,Autism
54.4147,25.0231,6.83787,11.4405,49.1736,5.08446,13.2835,14.4036,45.8117,16.4494,61.7629,8.72008,39.1687,26.7391,45.355,60.9171,1096.54,9.60511,10.0698,22.7882,56.7193,31.1741,18.3312,30.4149,538.967,63.3083,57.8078,57.9766,70.884,19.3693,21.9652,28.8256,7.13368,22.8909,14.0121,215.258,15.792,119.799,42.4412,5.45317,92.3202,328.856,18.1577,680.238,132.623,1095.98,23.6896,14.0365,Autism
50.9515,32.5046,7.19278,20.1852,45.8491,5.48993,10.1096,20.2457,53.9591,19.8779,65.8769,7.2442,34.3191,40.0383,47.3313,60.7149,850.237,10.3097,10.3358,34.0903,59.9334,35.2987,16.7565,51.106,433.952,77.4674,59.4099,65.2472,112.881,20.1491,21.9489,22.1395,8.00162,32.2848,12.2937,151.377,21.5267,74.3183,49.6458,5.76325,87.3762,372.67,13.915,579.301,93.8808,1264.34,26.4955,17.6888,Autism
65.0321,33.3041,6.44227,13.1205,38.6521,4.94495,8.48613,15.0231,45.9976,18.1768,53.3358,9.15034,34.4123,26.2601,48.2747,72.1352,915.419,8.24097,8.91291,30.7731,55.1999,26.9408,15.4252,30.8933,389.334,59.2471,45.6335,53.761,76.6513,14.6771,17.1459,17.1297,6.81415,33.6947,11.2345,170.389,23.2904,97.3027,37.3756,6.1154,128.094,406.157,13.2622,689.487,145.616,1172.3,21.7143,17.682,Autism
59.2929,29.0269,6.67766,23.913,47.3715,5.65608,8.54933,12.4996,59.2324,22.651,72.6947,7.39304,36.8505,37.9852,84.7854,53.6016,506.536,8.89398,12.8972,37.7583,43.3668,34.2878,18.4793,50.3714,349.194,74.9193,57.3559,61.4087,103.228,17.9575,26.7372,21.5482,8.16797,23.6252,12.8523,141.668,20.6436,98.695,50.278,5.97535,56.9372,233.201,11.7125,291.837,157.271,979.181,20.5375,16.0979,Autism
66.003,25.3445,7.02677,18.1743,44.5842,5.351,8.68925,27.0548,62.6014,17.922,47.4384,6.72785,29.1407,27.925,55.6003,56.6764,673.863,8.93345,8.73766,40.4716,71.2979,36.1889,17.4627,48.7693,202.614,70.8046,46.3637,64.9575,102.703,20.4396,20.7848,22.3176,6.49735,27.1604,16.0832,131.197,19.1767,70.9025,38.2278,6.21647,57.5433,212.276,19.2713,353.108,140.968,1348.18,24.3153,20.7253,Autism
61.4533,33.0581,7.12842,15.535,53.7035,5.38044,10.8445,17.567,52.6208,15.4911,58.9952,8.59474,27.2805,31.8347,46.1524,55.5898,1195.32,9.17441,10.1521,37.061,65.189,34.1192,15.3095,29.1026,391.7,75.4312,39.1915,53.5902,66.1729,20.7897,24.1186,22.4124,8.2394,24.4261,10.5348,168.588,16.4599,100.191,38.5312,5.6586,72.1034,279.576,13.188,457.289,114.362,1374.52,16.9017,10.9817,Autism
53.7015,34.7879,8.08601,16.6979,42.3393,5.76292,7.60911,14.178,60.7486,16.7864,54.0567,7.01728,31.575,29.7218,84.4936,64.1703,795.746,11.5125,9.51302,29.1935,79.3967,29.3958,16.6972,37.4146,432.303,68.3656,49.3564,64.5752,86.9579,16.7864,17.614,19.3452,6.72022,29.7891,12.2113,175.387,20.1924,107.806,40.8704,6.18365,94.2082,348.037,14.2674,593.403,157.33,1241.72,21.0321,15.9848,Autism
57.4873,29.759,7.82421,19.0127,51.9493,5.2775,12.7217,20.0111,70.6214,19.4835,59.2189,7.19232,31.5494,35.3685,52.3769,59.7081,716.652,10.1188,8.94319,36.6985,59.9745,38.3545,16.3472,42.7924,278.678,67.3666,49.7177,73.3046,126.606,25.9877,23.2556,18.6014,7.07872,27.4666,10.5959,120.82,17.2208,73.9812,44.7111,5.81598,46.8974,265.032,15.3502,432.913,129.137,1151.43,29.7633,26.9861,Autism
63.3852,29.2493,6.56199,12.9126,55.2338,6.20473,8.03195,14.9545,65.8386,11.03,61.1256,8.03318,36.8162,29.8495,49.6598,49.9632,1114.13,8.2826,10.6105,31.8561,50.5935,34.4547,20.1304,40.2298,351.463,63.5885,53.3622,65.6293,83.1371,18.9677,23.751,26.7533,7.80863,20.0168,14.131,202.271,24.2737,91.6918,38.4825,5.21841,79.2577,285.426,14.735,385.833,86.5598,1055.18,16.5806,17.7582,Autism
81.2623,28.0176,7.17016,19.1622,63.2605,5.46421,9.81146,23.7686,73.8313,21.8472,73.1379,8.48973,51.1259,34.759,57.2541,31.4738,1017.9,9.35593,11.1479,30.5175,62.6807,35.8232,18.4349,47.0052,354.967,81.5849,52.704,75.4145,104.938,19.5006,26.0559,19.574,7.04635,57.4123,12.6819,161.938,28.8344,121.161,54.1015,5.93293,65.3141,257.13,14.6776,604.588,119.102,1134.6,24.3593,18.5649,Autism
57.9735,28.0982,5.81196,17.6227,40.8921,4.45804,10.787,16.7041,72.3908,17.7907,44.954,7.66924,29.8885,34.7871,60.8661,58.5992,929.447,10.0388,9.37001,29.7195,58.7485,36.9766,15.8794,47.0535,342.052,61.3382,47.5709,72.1515,87.3842,14.6237,17.3115,18.955,5.98626,24.3629,12.7925,143.562,18.5849,79.1939,38.576,5.95154,56.7376,328.524,18.7239,477.668,157.364,1330.79,21.5605,15.6581,Autism
59.0853,35.3218,6.75722,17.708,42.7744,4.61521,8.70438,12.7764,51.919,19.4959,59.9623,6.40902,35.9585,34.0728,61.5034,48.4636,1074.37,8.55243,9.21034,27.9299,63.6435,28.6646,17.0984,37.2132,348.145,62.9275,43.9503,47.6544,80.377,16.253,15.8943,22.8724,7.19234,25.2118,10.5267,188.366,24.0451,115.849,47.2256,5.52449,121.087,295.661,12.9192,677.602,153.77,1495.79,15.5156,16.3195,Autism
65.4685,27.7776,6.424,14.8054,54.3604,5.51823,8.64953,16.4587,59.805,16.9506,57.7975,7.55912,33.1742,29.0171,45.5622,89.4187,647.168,8.75544,8.92664,25.8952,60.3438,33.9743,17.2392,36.0488,328.911,63.3552,51.4018,51.8697,89.5736,16.778,18.7645,22.1859,6.69414,25.9029,11.1212,157.365,20.1062,112.973,46.9035,5.20272,60.386,280.003,15.5445,499.667,149.112,1468.33,18.1127,16.2436,Autism
42.3672,37.7702,6.96991,16.1757,40.2235,5.27916,9.10497,13.6047,53.6291,21.3871,63.2693,8.51104,35.7096,32.1222,58.1097,70.2542,678.177,8.72631,9.16494,29.881,50.0647,32.8405,15.5604,38.9152,556.072,65.1713,48.7418,48.804,85.2326,16.169,16.2665,17.9892,6.54518,31.2134,8.97956,245.048,18.3276,88.4658,46.3321,6.23479,84.2377,370.55,18.2558,821.933,159.427,1106.76,21.4579,17.6626,Autism
58.617,35.7013,6.58328,17.2046,54.0446,5.67398,9.63492,12.5512,48.3645,15.7798,68.7761,7.1059,26.0878,30.0833,48.3193,70.4965,1033.73,8.35069,9.56369,30.3951,53.8879,33.8066,14.5987,34.137,502.296,59.9088,50.1034,53.6447,79.3808,14.7534,19.4124,16.4637,6.82726,24.423,13.1673,167.862,16.32,120.335,40.1064,5.55244,88.293,303.563,14.8561,546.279,143.158,1254.1,16.2388,16.3596,Autism
40.1193,41.6927,5.73911,13.1209,37.5014,5.91463,9.54715,15.7338,51.0056,16.3688,41.5149,10.1525,31.1327,33.1099,51.2381,66.8105,1296.09,9.70084,9.71443,24.3047,34.6488,37.6018,18.5202,34.4317,497.791,71.7343,59.0898,59.8802,74.1502,16.5218,14.9235,15.8212,6.04269,19.2183,10.0608,200.205,16.5317,123.82,47.4916,6.71858,97.049,366.811,16.8663,640.708,159.496,1318.38,19.172,13.5352,Autism
50.7943,47.1727,8.83508,17.2116,35.5616,5.08342,9.24759,18.1442,72.0784,17.0429,59.0701,9.02277,33.1812,44.549,77.5518,50.0681,856.933,8.29357,9.93057,37.9988,66.1284,35.6533,15.2688,41.3154,617.573,59.3509,64.069,46.6729,93.6023,14.0146,22.5681,22.0969,7.22069,37.7195,13.2553,232.13,23.7387,89.2822,51.3694,6.9432,144.614,402.444,12.6442,769.299,138.929,1465.32,31.3627,12.1894,Autism
47.5301,42.1018,5.74682,13.7504,45.2753,5.40738,9.85335,12.3715,52.4045,14.2719,78.367,7.68715,30.2099,31.4259,60.814,45.6452,1139.95,8.663,8.36063,17.5959,68.7643,31.8774,20.479,36.2108,445.14,64.32,57.8446,54.8823,78.2298,17.0062,21.2619,25.779,6.52541,22.1119,14.6457,202.285,22.2289,103.123,35.2872,5.3684,54.5906,279.686,13.9362,486.411,140.293,1047.38,15.8293,16.449,Autism
61.6397,27.4643,6.77662,17.9036,47.9079,5.31384,7.78635,12.3903,56.1033,16.072,64.7398,7.15704,32.8597,26.7452,59.2024,51.0122,449.885,8.10042,11.2544,33.3908,62.8772,34.7612,18.709,36.2509,329.844,60.3547,60.5772,61.9675,80.7081,14.3959,28.5246,17.9099,5.83421,25.8917,12.5289,156.03,20.4988,94.9189,45.8396,5.09495,59.3053,272.002,10.8918,385.245,171.105,977.145,19.7811,14.9643,Autism
54.2683,29.3338,6.22805,16.7005,50.3311,6.00711,9.50309,13.6794,43.7467,13.749,45.1228,8.79976,34.891,34.3614,34.2376,94.0748,1185.52,9.95463,8.32264,28.0433,52.1775,28.7519,11.0117,29.1384,457.267,73.1566,49.0808,47.997,71.661,18.5404,16.0857,26.2645,6.17346,26.702,13.4205,183.214,12.9917,91.302,35.0237,6.92435,102.251,399.364,11.1158,643.892,153.108,1508.14,16.2626,14.4873,Autism
49.998,26.6446,6.3902,12.0626,51.8507,5.41101,9.57989,11.0011,40.7093,19.9938,57.5397,8.11765,31.5017,33.2817,63.2403,67.0804,981.854,9.28989,9.37166,26.7234,51.0207,32.5298,16.4767,23.6922,538.548,60.295,53.2168,46.8433,70.7776,14.8991,14.2416,23.6394,6.34023,23.9214,12.5654,182.279,18.3612,93.3834,29.0054,6.35035,87.1229,304.09,21.3429,502.385,149.562,1375.59,14.3262,15.6597,Autism
47.3804,24.223,6.20021,13.8597,42.8808,6.34998,8.24479,13.848,47.0803,18.195,47.6624,7.39602,24.73,30.0062,53.3922,73.2327,899.29,9.16954,8.7393,27.986,55.462,33.6633,20.6125,33.0351,569.623,52.6672,44.6038,50.405,70.7175,22.4679,19.1846,25.6069,7.23564,23.1371,12.4354,244.426,21.891,77.8826,34.5559,5.96862,63.405,238.68,16.8975,499.905,166.41,1375.77,19.4209,15.3949,Autism
50.6896,22.0729,7.36438,16.1252,37.7371,4.66107,9.66993,18.6892,47.8082,15.9308,51.517,8.66623,35.594,32.5804,46.4624,66.1013,861.437,7.89837,9.86013,31.7193,55.7772,31.0654,13.9839,30.3128,413.946,58.3305,41.1445,60.7182,81.7332,19.5354,19.5081,19.8814,5.99956,22.5014,13.2212,221.74,18.2323,114.466,44.2284,5.67311,102.132,268.168,22.5373,551.992,140.756,1435.21,21.439,19.381,Autism
40.8316,33.7115,6.61193,13.5415,38.7363,5.32537,9.26203,12.1761,49.898,18.0338,48.0049,8.27861,17.9386,37.1746,58.5806,98.6663,1055.12,9.96561,10.5435,30.287,69.8325,37.2415,12.6827,32.0892,489.653,57.4221,38.4115,55.9391,61.3007,13.7005,16.0138,16.7116,5.94262,25.8893,10.5313,159.053,16.1022,108.919,28.9463,6.9432,62.0686,479.619,17.8666,507.147,164.306,1168.4,14.1256,16.9339,Autism
59.6466,30.6927,7.31593,16.0691,55.3382,5.39321,9.62333,13.7411,62.1595,17.3453,60.5275,7.31343,30.2162,36.1454,47.8541,71.9647,1151.49,9.33331,9.93057,28.7517,54.9188,30.2751,23.5544,36.8588,442.862,64.1279,53.1683,64.2984,110.397,15.7497,22.0534,17.7563,6.14435,25.3605,13.273,171.794,26.8385,78.5562,46.3157,6.30453,71.3048,340.275,11.8052,606.363,127.574,1045.13,21.1205,19.3072,Autism
59.012,32.4469,6.93964,14.8116,39.1402,5.32082,8.87181,11.3331,55.1174,17.7978,49.4195,7.03198,27.9363,31.7312,38.6682,63.4514,941.651,9.18594,10.7785,27.2334,59.7315,34.2785,15.2162,34.6984,504.685,75.7297,43.6827,61.4446,83.2027,13.328,19.3024,23.1993,7.5487,24.0697,16.7664,283.613,16.6568,97.454,33.1221,6.90393,107.586,379.199,11.5064,652.941,106.783,1269.21,21.2466,13.0741,Autism
54.2807,24.6869,7.48848,17.94,40.6751,5.47929,9.48579,17.9683,59.6039,15.0858,64.71,7.96787,28.9482,36.4347,75.831,68.8994,681.525,9.96364,9.72718,35.8642,56.2934,44.1896,17.4627,40.4928,415.507,82.9719,58.5011,58.0933,90.9682,19.2266,24.4805,21.7342,6.43178,22.825,13.0794,142.974,17.1145,70.183,42.6938,6.42145,65.5663,190.023,17.3398,385.277,99.3831,1141.39,21.859,14.3141,Autism
34.6177,25.2467,8.17225,12.3591,34.886,4.95902,10.3334,13.3179,53.3466,15.3658,60.9,8.13693,37.2542,31.1643,71.9983,71.1028,1173,9.71388,7.00682,27.1276,47.7842,34.0439,22.0072,33.3727,571.486,62.0005,42.4429,49.5413,71.4455,17.5996,20.9489,18.286,7.2679,25.6322,12.1765,203.852,19.5054,85.5319,28.3786,5.96215,79.4092,219.305,13.2704,542.956,143.461,1179.84,17.6354,16.1689,Autism
47.4804,29.7545,5.86649,15.0263,47.2608,4.87533,7.4125,12.8969,46.2759,16.5944,58.814,7.63988,26.2293,22.7274,74.3842,68.7918,795.004,8.06666,10.6356,27.5908,75.9677,28.8848,16.3778,35.6969,345.766,70.4112,46.2372,54.0984,77.1365,16.7704,17.698,20.4312,6.71662,21.1482,11.2191,202.646,15.0664,138.204,37.623,5.89899,140.738,298.574,14.4754,781.838,137.571,1090.06,19.8817,11.8762,Autism
53.101,35.864,6.16278,13.3133,51.6279,5.03468,10.409,12.3584,45.2439,15.5101,48.8321,8.41737,28.3172,32.3633,57.3807,79.8052,798.676,10.1575,10.4288,29.2356,41.5785,32.8933,15.4573,29.7809,503.475,62.1463,48.3028,55.3535,75.3917,16.4105,20.1952,18.8151,6.37527,19.8783,11.2024,173.246,16.4481,96.3966,37.8725,5.56066,96.7691,342.644,22.684,620.816,149.593,1377.9,19.3005,12.4402,Autism
63.9341,23.9239,6.88776,15.4901,39.7879,5.18883,9.704,14.7445,50.6226,22.571,70.4151,7.37407,24.8483,41.0269,42.7306,41.7066,833.832,10.2154,13.1971,27.7846,47.5759,38.8279,11.5543,39.3385,668.344,75.1691,46.0508,61.6809,98.7884,20.419,17.1156,22.9858,6.84335,18.6483,9.74414,248.686,16.0414,115.027,34.3613,6.34462,96.2952,320.515,14.6361,683.15,117.315,1306.68,18.1899,17.9789,Autism
62.3074,32.873,8.69969,13.8215,46.9118,5.22583,10.158,23.0478,58.9217,19.6656,75.6387,7.47618,32.7761,32.7936,99.6044,53.6644,901.146,8.43017,9.09337,36.2631,74.4571,32.7959,19.4905,43.3623,365.372,72.3864,52.1141,57.4639,123.98,21.511,19.9421,23.4448,8.05615,32.2079,15.2274,168.557,32.6494,106.562,48.0073,6.02109,143.558,222.916,14.0478,501.641,114.226,1095.41,18.7777,21.7362,Autism
49.2051,31.1498,6.85165,15.3701,47.0146,5.615,10.2839,17.0593,48.2849,18.498,48.9675,9.16676,28.2476,40.9542,42.6137,57.8021,1213.54,8.77769,12.7601,22.6735,56.91,31.899,15.8715,33.1875,391.261,84.9956,71.1528,56.3998,84.7649,19.9114,23.5169,21.9028,6.17649,25.1763,12.4792,232.166,21.7191,100.02,34.1324,7.12538,59.5719,488.643,14.7469,716.54,178.047,1606.09,20.3364,19.3642,Autism
66.5549,18.9701,7.84627,16.3395,46.4255,5.41513,7.44014,17.4697,66.3042,18.3849,77.4108,6.62921,29.7085,33.0831,59.1077,43.8492,757.999,9.37871,10.8567,23.6412,61.7351,31.1926,15.2377,51.8758,317.075,66.7473,50.2861,54.8619,73.4857,17.8453,20.8455,20.7799,6.5432,43.4637,13.8024,176.272,20.1928,131.094,42.9129,5.57785,57.2096,242.454,14.5025,533.564,126.948,1196.33,18.9701,15.1618,Autism
59.8526,27.9286,7.89261,15.4545,45.3839,5.1453,7.72516,15.8192,58.8539,13.5095,53.5145,7.2786,35.0148,30.5906,48.6845,59.308,719.16,8.11564,10.5343,26.0772,65.5593,34.5583,15.4223,35.6969,350.45,63.7788,55.1371,53.9064,76.8111,17.4572,18.0046,18.925,6.9579,27.9292,11.338,191.158,15.8486,95.9235,38.586,5.96982,96.4142,225.749,11.747,594.049,138.011,1141.11,16.2044,15.1911,Autism
61.0297,25.7839,6.2946,16.0526,45.1015,5.39263,9.13696,17.5079,44.0522,21.274,48.3057,7.95793,34.2582,35.7555,69.3954,67.4089,990.859,8.8285,9.59686,29.062,56.0062,38.4634,16.5573,44.242,289.663,65.4492,48.8304,64.373,69.1006,19.4212,23.8757,24.2317,6.43353,22.8023,10.2512,185.001,17.3545,82.9014,39.6839,5.76803,82.1559,326.137,13.4039,611.19,120.973,1247.96,19.8032,19.0096,Autism
61.8096,24.7164,8.45494,17.7528,50.2816,5.25014,11.9242,23.6699,63.2028,17.7552,68.1754,7.02263,37.3432,34.3752,51.7076,42.789,529.078,10.5126,10.5317,34.5069,56.4501,31.2034,16.7307,48.9819,239.092,84.7072,54.2585,63.8686,110.181,22.141,21.2416,21.6678,6.35869,24.378,16.2505,126.359,24.4744,100.312,45.077,6.22782,57.6873,139.989,15.3664,298.014,74.9345,1009.25,20.1894,20.0735,Autism
71.1815,30.4259,6.5682,16.9756,67.5628,5.10372,8.25742,21.3851,82.4101,18.1259,62.0496,6.81863,51.1666,36.4747,63.2827,29.5832,777.223,8.73234,8.39515,30.3195,61.2717,33.1508,18.1459,52.398,354.283,64.0811,41.8428,72.7864,117.409,20.3342,24.2529,24.1619,6.50313,51.3276,15.9117,173.341,27.8703,115.209,55.235,6.7571,33.5965,314.235,15.0315,683.542,103.848,1223.09,19.4717,24.9366,Autism
42.689,37.4568,8.24135,13.6587,54.8988,6.1815,8.76579,16.2934,53.8582,21.4134,73.6362,7.83777,28.693,26.6859,45.1527,47.26,1004.39,10.8317,10.8813,29.8169,61.2685,39.4691,16.5055,41.0986,447.522,86.6275,47.1058,54.8439,71.1071,21.046,16.6698,20.2435,6.61473,23.7896,10.6912,185.426,16.6698,112.952,35.7905,7.25103,81.0039,282.426,16.9236,426.104,109.555,1094.99,17.6127,14.0976,Autism
